Id,SalePrice
2658,146258.56640455712
2718,165935.2362015456
2414,207208.38289844836
1989,112980.0504719012
625,157825.24807253107
333,85327.9858533112
1327,104310.74226124074
858,156393.7753005485
95,181936.48171877378
1568,162446.78443482768
2482,141684.2204173813
1364,120809.50812699855
2584,153065.99843135523
818,243352.2533889816
2673,153599.18021377732
2089,113825.62678693215
1297,147346.87524845713
790,120333.17530339654
2616,180471.69007218018
720,182538.17455160612
222,142155.75416316412
557,131097.48385045992
1148,172069.9349644081
2766,176772.39329798566
534,184122.3899379787
1452,123810.41488287483
630,107116.66085273019
2648,113968.29466055942
125,170247.2010133047
1904,51790.72513783732
1670,106900.32178741114
756,100862.01006083991
717,204219.73757052812
1032,158148.6802211045
852,199997.75816587862
1731,177514.07889588748
2639,109164.91373627991
2071,88492.09101242447
1267,119573.00054152291
1851,215937.3096555552
567,154226.14233382128
2439,209199.38650902905
1898,152129.08167142438
647,151780.66680621516
2256,210821.54847517842
979,90545.98857582142
1444,213848.05975704698
2485,110189.74119916986
157,118885.91084053583
88,120889.76463958045
2003,106943.1864272396
186,208332.7581459757
1425,239599.04687984375
2695,124681.42649924399
738,105562.13530354854
395,149137.78115742622
1353,175023.86975267448
1878,129817.12728478514
390,152941.34498582405
1456,230821.9409373596
1103,338599.9743185514
1387,136327.722436624
2070,129863.43600606149
1199,179883.34238009353
2479,178980.08388431586
501,316170.658984464
2362,92210.1351919217
1718,220816.10714732192
2188,83947.1794149039
1483,143258.12722493944
2557,85250.344938936
437,371605.97491102794
2224,209388.5264513973
1628,153378.59741657486
397,133627.01834174778
587,192757.87597613462
2182,615517.9265316981
971,142751.37452399053
2611,133115.93431891024
1887,104737.26243971533
2399,386098.84220784425
2148,189930.09062934015
304,121572.78520374637
1997,123045.70479272862
2817,89256.50193976736
1431,215658.61420343097
427,337747.8024188147
263,123721.10520547023
598,181896.90659669755
2895,230751.92254539745
687,137650.4793034598
1822,134966.02699031553
2191,95156.30786465864
179,119881.52948644652
1009,229732.58918828968
2010,127982.46868557931
1991,139142.5115941127
1411,181079.0290801806
1721,227150.915894581
1144,196087.67873700173
593,223518.57048358757
575,329679.37274999835
1249,173129.70999506267
1604,120252.7457553017
1064,485102.66353268153
1923,150598.50900409036
1988,124648.51191345378
2325,164678.83857667504
114,203787.4663426678
2700,182331.48923158334
217,127399.06605317324
343,183826.728984992
386,225310.45213215545
2005,102734.76329516436
2908,149404.25166854335
1814,250614.36160702445
2446,508777.8398113572
208,133039.56530333552
1679,106216.9154083947
822,322035.22642487974
6,190657.91211341028
1781,389947.3134445335
2397,315517.4645068431
2340,330531.4520208081
1618,174300.4642797621
2843,151823.27881416146
1061,372683.3593699556
2786,119452.07466908476
1935,133911.83560695758
1341,94464.63860548407
521,265676.25225408043
2136,125014.5291668994
996,209970.86785534627
227,140686.8256731056
135,189815.47264809557
1167,162873.62005870615
294,235642.9340990718
1776,210591.47091272636
540,164392.60902169195
1717,217054.8540851965
2303,126190.64174633361
116,185779.07646201557
127,129700.40326626561
1371,129649.28991624933
1014,163069.12076610725
1507,115459.33917305383
702,131430.8256053854
750,153653.54716810692
261,149721.53675906683
1559,61800.54562470991
577,232324.35171156557
2812,197874.63450600905
2080,171391.56913438404
1368,111600.1006721572
2376,110255.24054331312
659,120919.22088640365
1235,140643.2610541585
332,74748.43782900092
1917,140709.42179404412
2094,223833.73224751334
1460,261721.81548052432
1471,230161.5309035583
1509,123717.57066334161
1922,123599.6499842054
433,492263.2688612577
460,261835.85333127494
1116,242768.84016361536
1137,164086.6693377426
53,163298.73882065873
2354,266536.2630521577
1475,202274.73741248273
1761,504175.4035372214
842,139704.52669637336
2739,186746.0030935789
2509,145607.84923286637
1007,207213.5415633006
2610,181168.5343001296
1952,92169.65093987586
2719,160150.54943414283
2921,78173.36223504489
1966,154156.82039496483
292,114798.09054263208
1204,187294.1414938692
1829,257196.2817424459
2419,189412.46871944028
391,137704.76747405622
798,113627.4295069793
481,201854.05829215716
193,209290.20725444035
555,117367.62091006694
899,40240.65450498965
2357,159351.90783396404
328,125729.27140471606
1356,109539.64424888896
1154,113466.70372861337
1730,173884.16048184276
2249,147255.50958058
1119,287504.3702907221
2856,142969.94986785183
1394,129844.92529555822
2587,112779.56918994838
61,314042.23568597017
2661,177652.58895784616
2711,136536.3124006638
1147,169669.15442332748
757,120246.01390976101
2623,110095.22392908728
2378,126559.39861341316
1413,145894.44996185385
1722,219922.4107870799
1112,234979.47883099323
1623,192435.28295352423
1201,197043.42619518636
1513,117770.65061182581
957,487896.67231202434
1171,250420.9441361244
1145,198794.73056578456
2726,222469.12494385405
703,144115.79257578703
760,101558.99353256257
1964,156135.93359680873
2512,174178.91425030975
159,131962.31285901932
1281,167631.59313646055
468,190904.03067214412
290,113207.66605270951
665,116301.88234513439
1463,259357.38983529928
1792,227953.1539787968
923,172976.99434221373
500,294913.36755608814
1408,202223.2974803157
331,80633.01887254794
170,116463.34547921724
2192,90726.30724307284
2571,294220.91077116964
2314,165733.6708376568
2647,93535.25834116858
422,434081.05182684754
2457,342845.90216382424
1838,176886.0549964439
2805,238129.32074648747
1645,154288.44521088022
1711,314400.4504047994
2825,239841.3598440316
322,326682.4036720843
2103,248811.05235636048
342,126799.85228360709
600,117528.17347944266
488,167818.22290638913
1725,292663.307871039
2246,307904.64583837806
2847,148014.91767754834
806,234868.250684925
530,244945.19049607497
963,188447.01311962388
2678,100211.64090763874
171,73710.85038545795
2401,434570.78499310307
805,212938.53750498444
2259,249459.3599885902
1748,176907.02298814076
1361,154194.0203637115
1677,107952.95444720794
1406,145457.55226227644
2322,241977.50377163093
688,159401.852298431
143,147731.4226089136
804,199185.3006914969
1214,183537.50845726547
2828,137315.18402069632
1999,191610.0950518237
2467,207072.69048767549
2665,168701.72957782276
1538,339203.3745166402
398,117025.91627604555
2822,149298.9951540226
2157,135383.41069094374
1856,201742.1116111336
1269,103249.06730667475
2570,116358.82478113694
2320,242404.2593171234
1517,138660.9334124105
2304,120564.68227484013
1312,78844.84456317805
2012,134821.73019046354
506,262383.67361361184
2865,225521.3399317436
2367,95632.74648339835
554,75973.46068574974
238,147591.58089024012
1954,102127.69718439439
2488,120733.42244372325
2291,64875.735786925405
1969,115655.14226220927
2725,170164.0402658247
1482,128530.41659525599
2763,209721.0305950756
503,269408.472432209
1584,244229.64948685924
1531,155684.53160111615
2210,186654.40269464962
459,317432.6915424989
556,131227.44712517067
1347,137401.52513230013
1290,69147.09623458651
1388,107389.25592479392
1571,387368.68561158853
2754,190631.45623137755
765,141888.84729395295
2494,137815.8514589627
2870,236362.18621103957
7,245391.65551597238
1114,243272.4836530484
2418,263599.6531603266
291,150359.85453182753
18,356064.802376849
39,380833.68989049795
1001,271187.2642000479
2442,237053.01403110876
616,119656.61199429163
2680,92300.41302190242
1414,122197.0734923406
289,160683.04827688754
40,271226.6647521809
860,126309.83870991688
409,141578.28689954992
673,169839.60022089322
2427,177260.40368150568
2036,212126.08968421532
2564,128983.82249500115
642,168202.51508391352
1008,175278.30426981783
1908,150625.88725053557
2519,195561.85926256978
1369,84451.9907831695
2855,174386.4513200057
712,104081.23950734249
1943,118975.02374247398
1958,117492.51369241161
107,167957.76099025542
2295,201815.2681067489
704,109901.31313970883
676,136946.35477655125
259,179582.51306632243
93,287544.81036405393
106,240723.26535264577
2315,171222.5305680043
1050,87886.22446549617
1095,210038.21722670042
2709,160254.14793889277
758,136002.11462453098
1496,161716.78136335756
2370,118368.25419366837
2458,271487.8047958299
2733,130703.17452219051
161,255980.90409781726
726,150504.3417785358
845,219735.71977700468
947,256064.73104598973
2232,111126.2185835171
2563,134810.63207438844
2299,162367.02934496378
211,54319.38714268342
605,145428.68399231278
1478,193217.81398770818
2247,302519.9182977597
2274,238786.6193559147
2869,236581.90478725356
967,216912.94192502962
2656,113026.51668030836
667,206150.91201644362
1042,109749.09317232721
2023,166785.95975224598
2447,380918.01051998034
2055,135710.52879115514
2275,281767.683503218
2204,170964.77884589927
1563,291944.4211863342
483,223858.12902573464
796,118292.66375148742
1526,167212.0063519558
2042,121434.30111479403
442,352334.84955233475
1693,320086.7522223324
1468,220875.6488921924
1430,196225.45276523766
2605,142943.4896793749
1529,201873.62212778893
335,160768.52071111384
1287,121988.63126426426
31,95256.53078636556
1785,307809.72128884157
82,147116.52944506248
2620,135458.63747441655
252,175151.40235420715
721,55708.67765185301
2165,181552.19232162336
2316,189481.61220584958
775,143065.18831598092
1558,95363.76075393436
17,216107.8457488726
1022,236241.67499508377
925,117269.12246773868
438,289587.4564394129
1270,148524.06788792263
1272,133515.57514467087
215,127497.19718858559
266,226416.9066432807
2402,299080.54374512145
1250,133934.04646564985
1984,128949.39968606076
1279,151869.0269493607
377,248070.76370317605
1252,123493.25811743543
2156,262743.5418495013
499,345639.66744720767
1374,129174.63614060909
2898,264230.8998991483
401,109511.21164550266
2721,127201.38376942094
2078,248333.50273039076
2589,117510.30844271452
1946,234664.3575718693
1334,111574.45321958339
2781,208951.27395778772
431,386885.2903315428
576,205778.37587388925
1474,210614.34429944935
2254,136525.41878001962
2155,282940.60716046835
885,109045.27517055122
643,144453.83545005348
1944,130857.022656175
480,197481.68341389447
2845,87240.07789109269
2387,307743.0150323109
2407,207290.89628262765
2527,156678.44750430243
2514,137677.23035747744
629,131819.81112536642
80,200031.26686196265
1876,135888.15603700047
1546,119848.50221797793
2518,171067.90356502862
2347,137998.85006566436
783,244300.28828008575
1322,16428.529462862818
194,90157.62547678611
1770,310991.65900662116
2143,137646.13269245136
1229,231551.6776664631
511,291911.61958274036
46,225843.05489962135
1348,150671.78324139502
2465,205185.74402885843
387,231736.23675732792
873,224068.00973036472
1918,114896.95005212996
2764,233499.38306145303
2184,113045.6154211674
934,133390.08505369019
1920,123138.27633452677
2631,145587.8926329212
1768,564812.9715520515
2040,121616.3538034645
1749,224501.54541147806
834,260087.11208603572
1457,229875.14132061775
79,92106.94441971596
2302,136995.0230065864
1817,144722.5793346384
2755,225190.48512516636
359,173016.70207773976
2059,93559.55374010139
2092,232626.2179984841
2516,234417.79526549118
150,116989.29841087981
1656,121915.48607488854
83,87982.08148529769
2411,176123.17070215556
795,81461.39457060095
2312,225295.37033239944
2917,113419.1566037497
1624,186596.31078550036
2215,301581.7231569304
1211,142616.1215655863
1485,150564.05217570238
1024,184705.2933200848
570,207323.24682384677
2874,148782.49015288395
700,128200.40497197922
2756,202756.1887312615
2022,186361.6302663045
583,224342.12551484653
2392,364923.17605169927
2424,174673.77089157942
212,111719.57331006535
736,124512.85928986863
1610,162462.95229059452
890,114833.39050310236
467,182380.4953694958
578,209376.4288950624
1747,214719.8282955186
1149,145138.25616464566
2758,255372.3514267563
857,141972.6993484578
2219,270083.3159850229
733,99043.81831390194
2909,96542.11691772788
1798,260353.4453349589
235,112195.40858648738
2366,122898.30112895694
1027,132602.03998846462
1195,137340.27850064082
1303,24151.709238026873
148,189141.89218340686
608,161745.7861372845
2515,208495.4668728729
821,268471.49045170844
2500,280613.76038064377
745,110128.96758859423
741,136509.5828525628
1611,139640.96744129693
2532,125124.29147764418
1081,233889.21615389493
1692,430206.57173868915
2520,183899.42189799316
276,130275.22546898296
1992,131491.97841837365
663,39065.89517579369
418,130305.5502652041
1733,189426.37689678016
2359,145394.59913262154
253,185784.08089974156
1518,191065.86832088276
2035,141127.4387469791
2919,71645.59553665364
1540,246369.46904829744
2120,153687.18495796216
1674,160472.26219015237
256,148300.97254344472
2361,95482.25141382395
978,72943.53049536925
2280,96919.63054194431
2095,235684.64575992845
1709,341456.06282646593
2801,241870.70294179674
1246,115207.0810052047
2373,86166.94728736795
1055,312895.3102723122
2017,127763.78077956523
1099,315610.8877068248
1344,87867.80302279253
835,209931.57045361877
1117,226252.28076957597
2043,89871.43152204028
2085,105713.69290722825
410,135054.21265799596
2650,111228.18734454633
2867,177363.77495047112
1668,110563.43362912216
1161,167382.80826308706
2122,171771.7136547451
2539,155227.70704238614
1047,139156.72803986524
1445,132020.69574208016
541,131027.02260820068
569,220496.88600610333
1276,126601.23486402154
918,140363.85801265316
326,164411.0878922901
1936,117734.74058088935
895,102426.54305744806
257,147040.97388546326
1241,178538.2386063213
1545,118373.1960665698
1189,179579.37290485232
270,128552.47773854597
2066,173521.16872566653
693,93970.57037145257
1259,150458.17734237676
2916,133579.0166955009
2321,282151.6123010464
1977,89712.95274288501
1895,135776.65265870912
1240,161165.35921774147
85,159505.25982084684
1823,114386.2996741125
825,291783.57682860235
110,233386.077331383
697,120700.35434436357
2297,127380.672291226
1231,133945.23274076593
1355,142431.37523339246
968,331807.20761747315
584,225256.68044894823
1315,143799.12899851386
1606,149234.44304343814
206,69764.45489614039
1685,372478.84420550184
2016,129912.50277123593
869,206963.08969587734
2135,123403.56676784279
2346,167875.93535516772
2430,223380.2881333291
2198,88194.37975577163
2652,125984.75541611182
27,111697.05690912696
241,158550.61228897283
906,114125.27378711803
1506,122215.03732729895
2098,358425.42802460806
1435,227766.14615962974
2213,136034.2284348801
1274,133951.832597391
743,2750.7973701540614
1737,198631.13087949698
2797,274693.7496296689
2185,49881.12674083712
58,160813.08126040184
830,207774.37982369293
808,111018.3307359798
680,138119.91899759165
1153,95747.59990220395
1291,146943.51969035302
1818,142389.0353061357
2161,181881.63057923762
1883,111661.06936100824
350,368635.5819478936
2473,141441.06084068204
295,192388.52091218936
293,181848.49522077607
859,129835.30173108661
288,54192.120485168256
1578,145752.0736431462
102,207765.73483752777
2831,130287.48599086814
1030,148483.04749042867
2551,152248.25841041535
1286,144502.32708052956
958,318845.3195292854
776,140090.73775087963
72,243257.14680019644
2263,254456.5790819702
1866,158495.49365952922
2876,65122.52422714549
2146,238020.55630466703
103,174605.14396333386
1500,129340.95425435313
492,187689.42952047294
167,149142.69010464623
2597,120935.41996374483
2685,108811.54697160097
1035,148503.28200617124
1220,77795.74283542107
2602,156569.2236524648
2159,210659.93659548103
695,134047.91073795597
1109,277147.3542901564
640,196473.08468960325
1652,142852.364718246
2090,186558.0213407739
1188,168663.8251419673
2345,240911.7370753056
1059,413673.55295303854
2751,224239.3965474547
128,218615.14517510158
1523,152199.28007334206
2925,182514.51250845133
2145,312799.25681069307
1121,217343.79551559713
566,252303.89521570108
565,254729.74988537547
1331,143253.0966019533
2928,126889.53567200358
156,129762.86345240072
797,127188.13504985035
327,77878.61884619966
2859,144663.3258803945
1453,120473.60048286781
1762,357515.01982943853
1868,189692.36034843206
1760,166141.65871944427
1113,224379.8203293528
1812,197892.7756701024
117,156872.1019413996
1142,207309.608157102
2342,410266.1308771012
927,149212.03835059112
2478,179086.63995029638
655,77175.71339101512
2064,119264.30370534009
369,295511.89936309913
2239,123292.28300563841
2732,208995.47252417103
1653,161565.99454072845
959,207618.83928728994
2395,344737.12560191134
1412,97616.2105601095
271,238742.06852820964
1484,129914.49098550288
1497,161395.5168577102
552,160833.36763355168
2,118640.14599733287
1855,315644.01315658446
4,287162.1089283385
2292,138117.2847614389
134,136483.621255519
646,95946.1171609133
42,319509.4924996265
532,237385.23916412744
713,87436.32841286816
2561,137501.9363210548
2360,127166.23636106106
1333,131120.76698601755
1407,225822.37524934113
2892,315009.9350805246
574,219063.88528702938
1227,187421.26422703904
2591,228699.0921745965
1476,220099.88232959725
1125,271013.90349573013
1446,149174.27179566838
408,121133.27944122527
1101,292823.6604486037
2251,198366.4245796619
373,187315.97938120866
2554,136220.2116809094
2382,281069.7573451354
1985,76233.47416368191
519,246590.99890587837
1093,186630.08307314492
864,244227.47089992394
2889,140297.16606224247
2308,212211.94747859586
986,165860.83398791216
1302,153846.76952894087
585,156512.54310330204
2708,151251.65268902975
147,138539.77098018798
1441,217801.88903689216
383,186172.13161271755
285,154723.41458249107
181,100545.30126723277
358,188266.08096363908
780,182912.2278344136
258,181209.85203293854
1865,238732.59465085767
692,116592.16568426162
2902,313559.0027921145
508,268545.6236858456
2638,162438.96843174775
36,134575.7697742199
611,181048.13635098905
2281,171184.1336040119
1678,119173.44507275836
1696,456068.0089193952
1557,63621.40552377327
2180,158781.9819827632
1726,223264.17760253762
951,143983.32873414867
267,227197.4425521533
2706,133160.92196727838
2221,250857.50309541915
1357,173617.25862626344
2901,297088.4880172159
